contrast,energy,intensity,label
0.9807709945957848,0.521298053480498,69.6219951923077,MildDemented
0.9766485484067464,0.5167415710963856,66.6145104895105,MildDemented
0.9728975284305172,0.5254937400170702,67.06949300699301,MildDemented
0.9813234940568119,0.520276551659696,69.74423623251748,MildDemented
0.9722150551438757,0.5293384581229572,51.22740930944056,MildDemented
0.975856677208891,0.5148641339333035,64.87579217657343,MildDemented
0.9800678123057621,0.5225485923771758,69.28725961538461,MildDemented
0.9801763687923398,0.5214937677161203,70.40223448426573,MildDemented
0.9774749264166415,0.52881427285453,54.89734484265734,MildDemented
0.9816556383277771,0.5202418555037304,68.7928048513986,MildDemented
0.9783709587110623,0.5142093658428489,70.15887237762237,MildDemented
0.9793047068493161,0.5269100988162502,64.08886035839161,MildDemented
0.9751056327720184,0.5203080629302481,64.70659418706293,MildDemented
0.979732369450985,0.5225029118333262,69.39073426573427,MildDemented
0.9746275298255759,0.5169912474174163,70.02996612762237,MildDemented
0.9716280302439155,0.5183868614426088,53.66895214160839,MildDemented
0.9757939195064401,0.5144497771698696,65.72415865384616,MildDemented
0.9832104934124258,0.5253806188684838,73.12243225524476,MildDemented
0.98048141927515,0.5173989980472677,64.35923841783217,MildDemented
0.9858547144280447,0.5221058784290363,77.45845170454545,MildDemented
0.9819365375263993,0.5259425805802962,70.19804414335664,MildDemented
0.9714997112799486,0.5161934079048303,57.89144449300699,MildDemented
0.9772052014470972,0.5198621150441803,66.62519121503496,MildDemented
0.9730708378889604,0.5305927776689221,65.65398273601399,MildDemented
0.9809411169879059,0.5216824291762131,68.81834571678321,MildDemented
0.972469231740877,0.5299055856700633,51.93094405594405,MildDemented
0.9757723008052825,0.5161386761231583,66.50426136363636,MildDemented
0.9805475533423643,0.5237514167206313,70.59612652972028,MildDemented
0.9808149219454243,0.5212953314461409,72.01117242132867,MildDemented
0.977894464514703,0.5245595275675184,60.36278955419581,MildDemented
0.9824467769225779,0.5205075338966159,70.72101726398601,MildDemented
0.9826514243340234,0.5285846224987822,67.43159965034965,MildDemented
0.9792397719655521,0.5159002439031453,68.98975633741259,MildDemented
0.9804235088382485,0.5203173340605551,69.36363636363636,MildDemented
0.9801728796199436,0.52707450261765,69.09765625,MildDemented
0.9795004995030161,0.5199191270143239,70.0861013986014,MildDemented
0.9787956702731199,0.5230190774593333,60.81777207167832,MildDemented
0.979269316240962,0.5239141212584195,68.37620192307692,MildDemented
0.9792139678210021,0.5162851300918389,70.73781687062937,MildDemented
0.9797393522250902,0.5307892552057927,64.12221372377623,MildDemented
0.9748563565882088,0.5199924428466847,65.08323317307692,MildDemented
0.9798329315551897,0.5257945607899369,68.10951158216783,MildDemented
0.9747647392599389,0.5181137505843058,68.02280922202797,MildDemented
0.9717566881067475,0.52170673204444,53.5236833479021,MildDemented
0.9772533639638319,0.5197958976258316,63.17638221153846,MildDemented
0.9831634170701424,0.5296497146011574,72.23265406468532,MildDemented
0.9808919367411074,0.5205864153865571,63.69676027097902,MildDemented
0.9867235538911272,0.5286470060599435,78.6546929632867,MildDemented
0.9827645411469885,0.5293093475527179,71.79504479895105,MildDemented
0.971608756536635,0.5178550222761189,59.43736341783217,MildDemented
0.9771327283298987,0.5223694750688588,65.8515625,MildDemented
0.9732461083477102,0.5303360696847307,66.97292941433567,MildDemented
0.9802799797491042,0.5236558400932889,69.0796820367133,MildDemented
0.9732705607517412,0.5336754791654218,52.74912587412587,MildDemented
0.9754830435061712,0.5179425953483472,66.47377622377623,MildDemented
0.9806925577390863,0.5246923396732927,70.86388221153847,MildDemented
0.981602998375332,0.5230946341447549,73.3756555944056,MildDemented
0.9782395635817027,0.523477946001067,65.33541848776224,MildDemented
0.9833480331564929,0.5245048821696591,72.60464925699301,MildDemented
0.9828122345720749,0.532571580067243,65.3088395979021,MildDemented
0.9794660038024229,0.5171814470760127,71.27264532342657,MildDemented
0.9815430033767089,0.5215276248474061,70.51445039335664,MildDemented
0.980187844395215,0.5297120487499498,68.63947770979021,MildDemented
0.9800289960351134,0.5218878504587477,68.40155157342657,MildDemented
0.9794027567889885,0.5265605966487685,60.78665865384615,MildDemented
0.9797229003788266,0.5269389474366536,68.54624672202797,MildDemented
0.9802078818851059,0.5219435067301194,70.82225196678321,MildDemented
0.9799278375038751,0.532226286355132,64.31621503496504,MildDemented
0.9751462391317751,0.5257938118702724,64.8158326048951,MildDemented
0.9800847918504038,0.5312370611562253,67.35776333041959,MildDemented
0.9752868750915935,0.5271783716442653,64.11289881993007,MildDemented
0.9725534708031909,0.5241355350763305,55.66452687937063,MildDemented
0.9781392240797542,0.5331512580750718,54.1056326486014,MildDemented
0.9829662903437932,0.5324763589267769,73.19430179195804,MildDemented
0.9812910873700826,0.5254026052697883,64.2574847027972,MildDemented
0.9873124442849699,0.5341620784080682,76.26360358391608,MildDemented
0.9832518596446573,0.5319254148152491,71.43927556818181,MildDemented
0.972107601834379,0.5255949501208489,57.43870192307692,MildDemented
0.9772942124787967,0.5274862273077378,66.28859812062937,MildDemented
0.9738187339379986,0.542010686262997,58.93403081293706,MildDemented
0.9799269213471669,0.5264828298529473,68.59394121503496,MildDemented
0.9738771923447349,0.5312760493737638,56.60858282342657,MildDemented
0.9758506633142687,0.5235888638163366,65.80400458916084,MildDemented
0.9808820264594607,0.527588246794665,70.65327250874125,MildDemented
0.9820780146779393,0.5273914270734569,73.11522071678321,MildDemented
0.9785733646392548,0.5280604653954886,64.21708369755245,MildDemented
0.9836300896499252,0.5304949370434064,72.07435533216783,MildDemented
0.9827728266541431,0.5365399914157671,63.71798513986014,MildDemented
0.9804347205985199,0.5230656344244307,69.78829763986013,MildDemented
0.9819878927377295,0.5293070118095231,68.46260380244755,MildDemented
0.9800481068271897,0.5331225754269212,68.95257867132867,MildDemented
0.9804644339100965,0.5265870766542411,70.09011691433567,MildDemented
0.979909525601206,0.5303625258701203,61.63447880244755,MildDemented
0.9809367442010872,0.531836606152887,70.08989838286713,MildDemented
0.9809526712293497,0.5286742672982848,69.41187718531468,MildDemented
0.979885372501135,0.5320022291024205,62.92080965909091,MildDemented
0.9756793897562613,0.5283147706560097,63.82266171328671,MildDemented
0.9794367171517799,0.532103480889437,67.66092111013987,MildDemented
0.9758919924753013,0.5419113348254716,50.28155048076923,MildDemented
0.9733002750229871,0.5276835664161807,53.53084025349651,MildDemented
0.9779482546317311,0.5274546800546652,63.45673076923077,MildDemented
0.9832452053717651,0.533500602996247,74.15269886363636,MildDemented
0.9818560355811142,0.5281474074590427,63.99868881118881,MildDemented
0.9879220799076163,0.5357971574762552,79.06613308566433,MildDemented
0.9835813475155064,0.5334817912462245,72.5458096590909,MildDemented
0.9721102676211624,0.5238859744638227,58.9762347027972,MildDemented
0.9773470577410164,0.5286727702243927,66.74147727272727,MildDemented
0.9737159023035192,0.5385787271118679,63.08162150349651,MildDemented
0.9797163639270997,0.5279024805256306,69.28316215034965,MildDemented
0.9747233536553181,0.5335526220470745,55.54020979020979,MildDemented
0.9763057095229744,0.5248636931377824,66.62609265734265,MildDemented
0.9815408083739344,0.529256578291325,70.00084680944056,MildDemented
0.9824975260912084,0.5309622661690054,72.61746066433567,MildDemented
0.9786157971035321,0.5363576953740665,55.79605550699301,MildDemented
0.9834951771844738,0.5311250791681834,74.48142482517483,MildDemented
0.9827880366074699,0.5353648156120909,66.70479130244755,MildDemented
0.9808932846956296,0.5252004202421263,70.74475524475524,MildDemented
0.9813259890732163,0.5283673842819547,69.54283216783217,MildDemented
0.9796538066019498,0.5365184006260186,67.14207277097903,MildDemented
0.9812463763940424,0.5274772021486489,70.23828125,MildDemented
0.9800196870670613,0.5304053496327017,61.49587521853147,MildDemented
0.9819107158038547,0.5336990586850356,71.17608173076923,MildDemented
0.981077003143668,0.5300553402286087,70.19796219405595,MildDemented
0.980049828705511,0.5367516024800294,62.77267263986014,MildDemented
0.9765713208069109,0.5331172348713427,63.14586975524475,MildDemented
0.9791938479908067,0.5352871069742576,67.19285402097903,MildDemented
0.9766207164318477,0.5478755871500253,51.46172967657343,MildDemented
0.9740838471238139,0.5322282421434305,53.70246940559441,MildDemented
0.9777981588090827,0.5417723899951598,52.81091564685315,MildDemented
0.9833470874286011,0.5375750329082805,71.67004479895105,MildDemented
0.9820743098910166,0.5304734676304698,64.22096263111888,MildDemented
0.9884079169042439,0.5405158560552696,78.97806490384616,MildDemented
0.9837593224370813,0.5371804633357795,71.30594405594405,MildDemented
0.9723246297576315,0.5276449897091677,58.91843312937063,MildDemented
0.9776523175040306,0.532021026848984,66.39895651223776,MildDemented
0.973809386547795,0.5394862964480162,64.11655922202797,MildDemented
0.9799215331827573,0.5300412416753313,69.33110249125875,MildDemented
0.9752606465024468,0.5393188466553452,52.66712194055944,MildDemented
0.9761367418716009,0.5293992192808166,65.35464925699301,MildDemented
0.981580202349561,0.5324281096673449,70.44689685314685,MildDemented
0.9823099574897947,0.5322872007303511,72.68397618006993,MildDemented
0.9793351370049672,0.5348838469772319,61.53603037587413,MildDemented
0.9834356894263929,0.5351936512089622,71.6841673951049,MildDemented
0.9823748276179569,0.5386058316136152,65.9573590472028,MildDemented
0.9813777669724859,0.5289175895393117,71.72880244755245,MildDemented
0.9818797728178084,0.531825765323808,69.90712412587412,MildDemented
0.9798039114028626,0.5375610928760153,67.71478911713287,MildDemented
0.9818182695772654,0.531484460081177,70.25603693181819,MildDemented
0.9801614754318984,0.5344679478915425,60.40696022727273,MildDemented
0.9828852557626497,0.5388468238700606,71.18359375,MildDemented
0.9813135186732337,0.5333485048109609,69.39458588286713,MildDemented
0.9797963538492651,0.537740334587995,63.64185423951049,MildDemented
0.9773799170372957,0.5352019533068744,65.30954982517483,MildDemented
0.9786239369991376,0.5351471288701759,67.01251092657343,MildDemented
0.9771485472426301,0.5506599245126049,52.42706512237762,MildDemented
0.9735749120204781,0.5353457435923618,52.92654611013986,MildDemented
0.9784367797099984,0.5414839664126004,54.72738199300699,MildDemented
0.9837145664941563,0.542093956068568,71.8112707604895,MildDemented
0.9822952203396407,0.5324102601990959,65.5012292395105,MildDemented
0.9884234364572305,0.5434336976181904,78.51573426573427,MildDemented
0.9839072788030828,0.5398727697935407,71.95047530594405,MildDemented
0.9721883756396648,0.5307243541108508,59.3435861013986,MildDemented
0.9771659077732271,0.5322925964672155,66.95481861888112,MildDemented
0.9736144284481039,0.5420361434998768,66.05963177447552,MildDemented
0.9803377944108416,0.5342207050627122,69.4206457604895,MildDemented
0.9750387644267036,0.5421645439367024,53.44528518356643,MildDemented
0.9760256691324256,0.5302716961642543,66.5656687062937,MildDemented
0.9821922437278445,0.5327243605932115,70.7238854895105,MildDemented
0.9825023801610295,0.5355704721040236,72.3742624562937,MildDemented
0.9793847345106912,0.5365188118903317,62.80602600524475,MildDemented
0.9834012144735391,0.536348511248709,73.45200502622377,MildDemented
